Descrição,Código (SKU),Unidade,Preço,Preço promocional,Estoque disponível,Custo,origem
ESPATULA RETANGULAR AMARELA RG COM IMA FLEX 50-2076 EXFAK,IP1923,UN,18,0,10.0,7.6,servi
ESPATULA RONEK EM MDF WOOD MAX 70CM COD:3019,IP1059,UN,45,0,4.0,34.38,servi
ESPATULA RONEK EM MDF WOOD REAR COD:5561,IP1060,UN,45,0,2.0,10.51,servi
ESPATULA TI - GREEN RONEK COD:3081,IP539,UN,31,0,6.0,18.67,servi
ESPATULA TRIANGULO PRO PR FLEX 50-2038 EXFAK,IP1013,UN,20,0,9.0,11.31,servi
ESPATULA VARIAS CORES COM FELTRO,MLB1796578040,UN,19.3,0,0.0,0,servi
ESPATULA VARIAS CORES COM FELTRO - ESPÁTULA VARIAS CORES COM FELTRO PRETO ORAMA,KIT-172-39,UN,19.3,0,1007.0,2.09,servi
ESPATULA VARIAS CORES SIMPLES,IP172,UN,5,0,1463.0,0.93,servi
ESTILETE BICO DE PATO NORMA COD:BP22,IP1089,UN,50,0,34.0,29.7,servi
ESTILETE DE SEGURANCA 15-347 EXFAK,IP350,UN,8,0,0.0,3.26,servi
ESTILETE ESTREITO METALICO AMARELO HOBBY COD15-061 EXFAK,IP415,UN,20,0,32.0,8.18,servi
ESTILETE ESTREITO METALICO AMARELO HOBBY COD15-061 EXFAK - GRUPO,IP415-GRUPO,UN,0,0,0.0,0,servi
ESTILETE ESTREITO METALICO AMARELO HOBBY COD15-061 EXFAK - GRUPO - 1 Unid.,IP415-1,UN,20,0,32.0,8.18,servi
ESTILETE ESTREITO METALICO AMARELO HOBBY COD15-061 EXFAK - GRUPO - 2 Unid.,IP415-2,UN,53,0,15.0,16.37,servi
ESTILETE ESTREITO METALICO AMARELO HOBBY COD15-061 EXFAK - GRUPO - 3 unid.,IP415-3,UN,99,0,10.0,24.55,servi
ESTILETE ESTREITO METALICO BRANCO COD:15-061EX EXFAK,IP1010,UN,40,0,0.0,27.61,servi
ESTILETE ESTREITO METALICO BRANCO COD:15-061EX EXFAK - GRUPO,IP1010-GRUPO,UN,0,0,0.0,7.17,servi
ESTILETE ESTREITO METALICO BRANCO COD:15-061EX EXFAK - GRUPO - 1 Unid.,IP1010-1,UN,40,0,0.0,0,servi
ESTILETE ESTREITO METALICO BRANCO COD:15-061EX EXFAK - GRUPO - 2 Unid.,IP1010-2,UN,80,0,0.0,0,servi
ESTILETE ESTREITO METALICO BRANCO COD:15-061EX EXFAK - GRUPO - 3 Unid.,IP1010-3,UN,0,0,0.0,0,servi
ESTILETE ESTREITO METALICO BRANCO COD:15-061EX EXFAK - GRUPO - 4 Unid.,IP1010-4,UN,0,0,0.0,0,servi
ESTILETE ESTREITO METALICO PRATA COD:15-401 EXFAK,IP185,UN,15,0,32.0,4.38,servi
ESTILETE ESTREITO METALICO PRATA COD:15-401 EXFAK - GRUPO,IP185-GRUPO,UN,0,0,0.0,0,servi
ESTILETE ESTREITO METALICO PRATA COD:15-401 EXFAK - GRUPO - 2 Unid.,IP185-2,UN,30,0,16.0,8.77,servi
ESTILETE ESTREITO METALICO PRATA COD:15-401 EXFAK - GRUPO - 3 unid.,IP185-3,UN,45,0,11.0,13.15,servi
ESTILETE ESTREITO METALICO PRATA COD:15-401 EXFAK - GRUPO - 4 unid.,IP185-4,UN,60,0,8.0,17.53,servi
ESTILETE ESTREITO METALICO PRATA IMPORTADO ,IP1975,UN,10,0,333.0,1.21,servi
ESTILETE ESTREITO METALICO PRATA IMPORTADO+ 10 LAMINAS MP453,MLB2150118071,UN,32.34,0,0.0,0,servi
ESTILETE ESTREITO METALICO PRATA IMPORTADO+ 10 LAMINAS MP453 - ESTILETE IMPORTADO METAL COM 10 LAMINAS MP453,KIT-IP1975-IP1159,UN,32.34,0,-40.0,2.35,servi
ESTILETE ESTREITO PLASTICO 15-409,IP114,UN,4,0,656.0,0.72,servi
ESTILETE EXTRA-FINO PROFISSIONAL BLACK COD:15-400 EXFAK,IP1014,UN,25,0,14.0,11.5,servi
ESTILETE LARGO HOBBY 15-084 AMARELO EXFAK,IP416,UN,17,0,0.0,8.73,servi
ESTILETE LARGO HOBBY 15-084 AMARELO EXFAK - GRUPO,IP416-GRUPO,UN,0,0,0.0,0,servi
ESTILETE LARGO HOBBY 15-084 AMARELO EXFAK - GRUPO - 2 Unid.,IP416-2,UN,46,0,0.0,0,servi
ESTILETE LARGO HOBBY 15-084 AMARELO EXFAK - GRUPO - 3 Unid.,IP416-3,UN,69,0,0.0,0,servi
ESTILETE LARGO HOBBY 15-084 AMARELO EXFAK - GRUPO - 4 Unid.,IP416-4,UN,103,0,0.0,0,servi
ESTILETE LARGO HOBBY 15-106 SK2 EXFAK,IP186,UN,20,0,-1.0,15.05,servi
ESTILETE LARGO NORMA L440 18 MM,IP1086,UN,16,0,17.0,7.83,servi
ESTILETE LARGO NORMA L450 18 MM,IP1087,UN,22,0,13.0,11.79,servi
ESTILETE LARGO NORMA L460 18 MM,IP1088,UN,22,0,15.0,11.79,servi
ESTILETE LARGO PROFISSIONAL COD:15-060S EXFAK,IP1114,UN,44,0,0.0,34.42,servi
ESTILETE LARGO SEMI PROFISSIONAL COD:15-065 EXFAK,IP115,UN,43,0,0.0,30.68,servi
Estilete Mini Raspador Ratinho Tira Cola De Vidro C/10 Lamin,MLB2149624931,UN,37.95,0,0.0,0,servi
Estilete Mini Raspador Ratinho Tira Cola De Vidro C/10 Lamin - RATINHO PLASTICO C-10 LAMINAS DE FERRO,KIT-IP178-181-10,UN,37.95,0,-60.0,9.22,servi
Estilete Mini Raspador Ratinho Tira Cola De Vidro C/5 Lamina,MLB3161465775,UN,33.79,0,-11.0,0,servi
Estilete Mini Raspador Ratinho Tira Cola De Vidro C/5 Lamina - RATINHO DE PLASTICO C- 5 LAMINAS DE FERRO,KIT-IP178-181-5,UN,33.79,0,-45.0,5.97,servi
Estilete Profissional + 10 Laminas 30 Graus De 9mm,MLB1901263715,UN,46.34,0,0.0,0,servi
Estilete Profissional + 10 Laminas 30 Graus De 9mm - ESTILETE DE FERRO COD - 15 401 MAIS 10 LAMINAS 30 GRAUS,KIT-IP1975-209,UN,46.34,0,-1711.0,6.84,servi
Estilete Profissional De Ferro + 10 Laminas De 9mm,KIT-IP1975-1159,UN,28.68,0,-40.0,2.35,servi
ESTILETE RATAO METALICO 15-050 EXFAK,IP819,UN,53,0,0.0,32.4,servi
ESTILETE RATINHO AZUL/ AMARELO PLASTICO COD:15-078/ COD: 9198,IP178-PAI,UN,8,0,0.0,0,servi
ESTILETE RATINHO AZUL/ AMARELO PLASTICO COD:15-078/ COD: 9198 - RATINHO PLASTICO,IP178,UN,8,0,207.0,2.72,servi
ESTILETE RATINHO METALICO COD:15-046 EXFAK,IP417,UN,33,0,-8.0,12.22,servi
"Faixa Pelicula Jateada Para Vidro Cristal 0,10x10,00m ",MLB179655254525,un,33.25,0,0.0,0,servi
"Faixa Pelicula Jateada Para Vidro Cristal 0,10x10,00m  - 10 x 10 mt",IP1093-10,un,33.25,0,31.0,8.93,servi
"Faixa Pelicula Jateada Para Vidro Cristal 0,10x5,00m",MLB2785809660,UN,18.9,0,0.0,0,servi
"Faixa Pelicula Jateada Para Vidro Cristal 0,10x5,00m - JATEADO PRIVATIVO",IP1093-5,UN,18.9,0,62.0,4.47,servi
"Faixa Pelicula Jateada Para Vidro Cristal 0,15x5,00m",MLB2785834213,UN,23.17,0,0.0,0,servi
"Faixa Pelicula Jateada Para Vidro Cristal 0,15x5,00m - JATEADO ANTI IMPACTO",IP1094-5,UN,23.17,0,70.0,9.17,servi
"Faixa Película Jateada Para Vidro, Box, Janela, 0,61 X0,5m",MLB3204164570,UN,11.78,0,0.0,0,servi
"Faixa Película Jateada Para Vidro, Box, Janela, 0,61 X0,5m - Jateada Transparente",IP730-050,UN,11.78,0,-83.0,0,servi
FAIXA REFLETIVA LATERAL AVERY HT,IP968,UN,3.5,0,640.0,1.63,servi
FAIXA REFLETIVA PARACHOQUE TRASEIRO AVERY HT,IP969-PAI,UN,60,0,0.0,0,servi
FAIXA REFLETIVA PARACHOQUE TRASEIRO AVERY HT - unico,IP969,UN,60,0,12.0,32,servi
Feltro Para Espatula 5 Unidades - Envelopamento - Vinil,IP39-5,UN,27.98,0,354.0,5.8,servi
FERRAMENTA BOOMER NEON JOKER RONEK COD:5569,IP1202,UN,38,0,1.0,26.48,servi
Fibra Carbono 4d Envelopamento Automotivo Soleira De Carro,IP797-050,UN,21.62,0,175.0,6.22,servi
Fibra Carbono 4d Envelopamento Automotivo Soleira De Carro,MLB3303597941,UN,22.5,0,0.0,0,servi
Fibra Carbono 4d Envelopamento Automotivo Soleira De Carro - 20 CM DE LARGURA X 2 MT,IP1223-2,UN,22.5,0,69.0,7.54,servi
"Fibra De Carbono 5d C/1,38 X 0,50 Mt Alltak Airflow",MLB4314252178,UN,80.75,0,0.0,0,servi
"Fibra De Carbono 5d C/1,38 X 0,50 Mt Alltak Airflow - FIBRA 5D",IP1158-050,UN,80.75,0,24.0,30.66,servi
"Fibra De Carbono 5d C/1,38 X 1,50 Mt Alltak Airflow",MLB3577792009,UN,173.9,0,0.0,0,servi
"Fibra De Carbono 5d C/1,38 X 1,50 Mt Alltak Airflow - FIBRA 5D",IP1158-150,UN,173.9,0,8.0,91.97,servi
"Fibra De Carbono 5d C/1,38 X 2,50 Mt Alltak Airflow",MLB4395846450,UN,285,0,0.0,0,servi
"Fibra De Carbono 5d C/1,38 X 2,50 Mt Alltak Airflow - FIBRA 5D",IP1158-250,UN,285,0,4.0,153.29,servi
FITA ADESIVA TRANSP 48MMX100M ML,IP842,UN,13,0,1274.0,3.8,servi
FITA ALUMINIO 20 X 20,IP2012,UN,12,0,58.0,6.4,servi
FITA ALUMINIO 20 X 20 - GRUPO,IP2012_GRUPO,UN,0,0,0.0,0,servi
FITA ALUMINIO 20 X 20 - GRUPO - 1 Unid.,IP2012-1,UN,12,0,58.0,0,servi
FITA ALUMINIO 20 X 20 - GRUPO - 10 Unid.,IP2012-10,UN,120,0,5.0,0,servi
FITA ALUMINIO 20 X 20 - GRUPO - 3 Unid.,IP2012-3,UN,36,0,19.0,0,servi
FITA ALUMINIO 20 X 20 - GRUPO - 5 Unid.,IP2012-5,UN,60,0,11.0,0,servi
FITA ALUMINIO 25 X 25,IP2013,UN,20,0,40.0,11.99,servi
FITA ALUMINIO 25 X 25 - GRUPO,IP2013-GRUPO,UN,0,0,0.0,0,servi
FITA ALUMINIO 25 X 25 - GRUPO - 1 Unid.,IP2013-1,UN,20,0,40.0,0,servi
FITA ALUMINIO 25 X 25 - GRUPO - 10 Unid.,IP2013-10,UN,200,0,4.0,0,servi
FITA ALUMINIO 25 X 25 - GRUPO - 3 Unid.,IP2013-3,UN,60,0,13.0,0,servi
FITA ALUMINIO 25 X 25 - GRUPO - 5 Unid.,IP2013-5,UN,100,0,8.0,0,servi
FITA ANTIDERRAPANTE 50MM X 20 MT PRETA/AMARELA,IP816,UN,128,0,1.0,70,servi
FITA CREPE 18MM X 50M ADERE / ABRASFRAN,IP1930,UN,7,0,304.0,2.92,servi
FITA CREPE 48MM X 50M ADERE,IP318,UN,13,0,2.0,7.19,servi
FITA CREPE AMARELA AUTOMOTIVA 18MM X 40M ADERE,IP618,UN,8.05,0,0.0,5.01,servi
FITA DE CORTE C/50 M CF TOOLS,IP606,UN,90,0,21.0,40,servi
FITA NEOPRENE ESPUMA 40MM X 10MTS,IP2010,UN,20,0,5.0,10.1,servi
FITA NEOPRENE ESPUMA 40MM X 10MTS - GRUPO,IP2010-GRUPO,UN,0,0,0.0,0,servi
FITA NEOPRENE ESPUMA 40MM X 10MTS - GRUPO - 1 Unid.,IP2010-1,UN,20,0,5.0,0,servi
FITA NEOPRENE ESPUMA 40MM X 10MTS - GRUPO - 10 Unid.,IP2010-10,UN,200,0,-1.0,0,servi
FITA NEOPRENE ESPUMA 40MM X 10MTS - GRUPO - 3 Unid.,IP2010-3,UN,60,0,1.0,0,servi
FITA NEOPRENE ESPUMA 40MM X 10MTS - GRUPO - 5 Unid.,IP2010-5,UN,100,0,0.0,0,servi
FITA NEOPRENE ESPUMA 50MM X 10MTS,IP2011,UN,25,0,40.0,12.63,servi
FITA NEOPRENE ESPUMA 50MM X 10MTS - GRUPO,IP2011-GRUPO,UN,0,0,0.0,0,servi
FITA NEOPRENE ESPUMA 50MM X 10MTS - GRUPO - 1 Unid.,IP2011-1,UN,25,0,40.0,0,servi
FITA NEOPRENE ESPUMA 50MM X 10MTS - GRUPO - 10 Unid.,IP2011-10,UN,250,0,4.0,0,servi
FITA NEOPRENE ESPUMA 50MM X 10MTS - GRUPO - 3 Unid.,IP2011-3,UN,75,0,12.0,0,servi
FITA NEOPRENE ESPUMA 50MM X 10MTS - GRUPO - 5 Unid.,IP2011-5,UN,125,0,8.0,0,servi
FITA PARA DEMARCAÇAO DE SOLO ZEBRADA 48X30M,IP1125,UN,48,0,0.0,28.8,servi
FITA POROSA 25MM X 50M ADERE,IP1931,UN,27,0,43.0,17.05,servi
FITA POROSA 25MM X 50M ADERE - GRUPO,IP1931-GRUPO,UN,0,0,0.0,0,servi
FITA POROSA 25MM X 50M ADERE - GRUPO - 1 Unid.,IP1931-1,UN,27,0,43.0,0,servi
FITA POROSA 25MM X 50M ADERE - GRUPO - 10 Unid.,IP1931-10,UN,270,0,3.0,0,servi
FITA POROSA 25MM X 50M ADERE - GRUPO - 3 Unid.,IP1931-3,UN,81,0,14.0,0,servi
FITA POROSA 25MM X 50M ADERE - GRUPO - 5 Unid.,IP1931-5,UN,135,0,8.0,0,servi
GAXETA FINA P/ POLICARBONATO 0.30,IP2001,UN,3,0,279.0,1.58,servi
GAXETA FINA P/ POLICARBONATO 0.30 - GRUPO,IP2001-GRUPO,UN,0,0,0.0,0,servi
GAXETA FINA P/ POLICARBONATO 0.30 - GRUPO - 1 m.,IP2001-1,UN,3,0,279.0,0,servi
GAXETA FINA P/ POLICARBONATO 0.30 - GRUPO - 10 m.,IP2001-10,UN,30,0,28.0,0,servi
GAXETA FINA P/ POLICARBONATO 0.30 - GRUPO - 12 m.,IP2001-12,UN,36,0,23.0,0,servi
GAXETA FINA P/ POLICARBONATO 0.30 - GRUPO - 5 m.,IP2001-5,UN,15,0,55.0,0,servi
GAXETA FINA P/ POLICARBONATO 0.30 - GRUPO - 6 m.,IP2001-6,UN,18,0,47.0,0,servi
GAXETA LARGA P/ POLICARBONATO 0.50,IP2000,UN,6,0,372.0,3.48,servi
GAXETA LARGA P/ POLICARBONATO 0.50 - GRUPO,IP2000-GRUPO,UN,0,0,0.0,0,servi
GAXETA LARGA P/ POLICARBONATO 0.50 - GRUPO - 1 m.,IP2000-1,UN,6,0,372.0,0,servi
GAXETA LARGA P/ POLICARBONATO 0.50 - GRUPO - 10 m.,IP2000-10,UN,60,0,37.0,0,servi
GAXETA LARGA P/ POLICARBONATO 0.50 - GRUPO - 12 m.,IP2000-12,UN,72,0,31.0,0,servi
GAXETA LARGA P/ POLICARBONATO 0.50 - GRUPO - 5 m.,IP2000-5,UN,30,0,74.0,0,servi
GAXETA LARGA P/ POLICARBONATO 0.50 - GRUPO - 6 m.,IP2000-6,UN,36,0,62.0,0,servi
HASTE DE ENVELOPAMENTO 77-1325,IP530,UN,20,0,0.0,10.43,servi
HASTE DE ENVELOPAMENTO 77-1327,IP531,UN,20,0,0.0,10.43,servi
HASTE DE ENVELOPAMENTO COD: 77-1323,IP529,UN,20,0,1.0,10.43,servi
ILHOS ZERO COMPLETO C/1.000 UND,IP89-PAI,UN,150,0,0.0,87.45,servi
ILHOS ZERO COMPLETO C/1.000 UND - ILHOS ZERO MACHO E FEMEA,IP89,UN,150,0,53.0,86.81,servi
ILHOS ZERO FERRO NIQUEL C/1.000 UND APENAS O MACHO ,IP1410,UN,85,0,27.0,50.28,servi
IMA AUTOMOTIVO MAGNETO PRETO UNIDADE,IP1237,UN,25,0,16.0,14.97,servi
IMÃ MAGNETO BARRA AMARELO COD: 50-027 EXFAK,IP768,UN,60,0,3.0,38.23,servi
IMÃ MAGNETO BARRA RONEK COD:9098,IP1070,UN,75,0,3.0,48.89,servi
"Insulfilm Película 0,76 X 2 Mts Auto- Residencial Espelhada",IP1169-2,UN,53.1,0,1.0,0,servi
"Insulfilm Película 50cm X 4,00 M Automotiva E Residencial G5",IP1224-4,UN,34.76,0,0.0,0,servi
"Insulfilm Película 50cm X 6,0 Mt Automotiva E Residencial G5",IP1224-6,UN,50.2,0,0.0,0,servi
"Insulfilm Película 75cm X 7,5 Mt Automotiva E Residencial G5",IP1229-750,UN,99.55,0,-5.0,0,servi
"INSULFILM QUADRADO 2 X 2 C/ 1,52",IP1234,UN,45,0,25.5,25.62,servi
"Insulfilm Residencial Branco Laqueado P Porta 3,00mx 1,27m",IP953-3,UN,78.47,0,30.0,0,servi
"Insulfilm Residencial Branco Laqueado P/ Porta 2.10mx 1,07m",MLB3191452868,UN,62.74,0,0.0,0,servi
"Insulfilm Residencial Branco Laqueado P/ Porta 2.10mx 1,07m - VINIL BRANCO BRILHO IMPORTADO C -107 CM LARG",IP888-210,UN,62.74,0,73.0,0,servi
"Insulfilm Residencial Branco Laqueado P/ Porta 2.10mx 1,27m",MLB3191422208,UN,72.4,0,0.0,0,servi
"Insulfilm Residencial Branco Laqueado P/ Porta 2.10mx 1,27m - ADESIVO BRANCO IMPORTADO 127 CM LARG",IP953-210,UN,72.4,0,43.0,0,servi
"INSULFILM VENECTIAN PLUS C/ 1,52",IP1235,UN,45,0,25.0,25.62,servi
"INSULFILME G20 C/1,52 TINTADO VERDE",IP925,UN,24,0,70.0,9.26,servi
"INSULFILME G35 C/1,52 TINTADO VERDE",IP926,UN,24,0,76.5,9.25,servi
"INSULFILME G5 C/0,50 TINTADO VERDE",IP1224,UN,9,0,0.0,3,servi
"INSULFILME G5 C/1,52 TINTADO GRAFITE",IP1403,UN,24,0,38.0,9.2,servi
"INSULFILME G5 C/1,52 TINTADO VERDE",IP749,UN,24,0,96.19999999999999,9.11,servi
INSULFILME G5 C/76 CM TINTADO VERDE,IP1229,UN,12,0,-37.5,4.5,servi
"INSULFILME G5 F/ GRAFITE C/1,52 PROFISSIONAL",IP1126,UN,27,0,20.0,10.04,servi
"INSULFILME G5 PRATA ESPELHADO /FUME C/1,52",IP1404,UN,50,0,71.0,23.03,servi
"INSULFILME G5 VERDE C/1,52 PROFISSIONAL",IP958,UN,27,0,46.5,10.04,servi
"INSULFILME G50 C/1,52 TINTADO VERDE",IP885,UN,24,0,9.0,11.66,servi
"INSULFILME MINI BLIND C/ 1,52",IP1233,UN,40,0,22.5,22.76,servi
INSULFILME POLYESTER SOLAR AUTOMOTIVA G5 GRAFITE,IP1398,UN,47,0,0.0,37.69,servi
"INSULFILME PRATA ESPELHADO G15 C/1,52",IP602,UN,50,0,0.0,21,servi
"INSULFILME PRATA ESPELHADO G5 C/0,50",IP1226,UN,15,0,-24.0,7.4,servi
INSULFILME PRATA ESPELHADO G5 C/76 CM,IP1169,UN,22.5,0,3.0,11,servi
"INSULFILME PRATA/PRATA ESPELHADO G5 C/1,52",IP748,UN,45,0,68.1,22.6,servi
"INSULFILME SEMI REFLETIVO TITANIUM G5 C/1,52",IP397,UN,47,0,49.5,27.2,servi
Kit 10 Cola Vinil Extra 75g Brascola - Pvc Lona Faixa Banner,IP154-10,UN,101.12,0,80.0,36.7,servi
Kit 10 Faca Lâmina Plotter De Recorte 30 45 60 Roland Full,KIT-IP1109-6-1108-2-1110-2,UN,68,0,16.0,0,servi
Kit 15 Cola Vinil Extra 75g Brascola - Pvc Lona Faixa Banner,IP154-15,UN,141.26,0,53.0,55.05,servi
Kit 2 Espátula Conquistadora Batman Profissional Joker 8010,IP1069-2,UN,53,0,7.0,0,servi
Kit 2 Espátula Em Mdf Ronek Wood Rear,IP1060-2,UN,128,0,1.0,0,servi
Kit 2 Espátula Em Mdf Woodmax Ronek 70cm,IP1059-2,UN,135,0,2.0,68.76,servi
Kit 2 Espatula Raspador De Plástico Exfak 31 Cm Cod:15-3110,IP418 -2,UN,139,0,4.0,33.25,servi
Kit 2 Espátula Titan Exfak Para Insulfilm Cod. 50-2044,IP287-2,UN,111,0,7.0,39.6,servi
Kit 2 Espátulas Double Max 25cm Ronek,IP542-2,UN,115,0,3.0,49.44,servi
Kit 2 Espatulas Ppf Mini Concave Ronek,IP1068-2,UN,135,0,2.0,0,servi
Kit 2 Imãs Magnet Barra Ronek,IP1070-2,UN,208,0,1.0,0,servi
Kit 2 Unids Cortador De Liner Duplo 15-011 Md Exfak,IP1011-2,UN,232,0,2.0,0,servi
Kit 2 Unids Estilete Hobby Largo 15-106 Sk2 Exfak,IP186-2,UN,56,0,-1.0,0,servi
Kit 2 Unids Estilete Largo Semi Profissional 15-065 Exfak,IP115-2,UN,123,0,0.0,0,servi
Kit 2 Unids Estilete Profissional Extra-fino 15-400 Exfak,IP1014-2,UN,64,0,7.0,23,servi
Kit 2 Unids Estilete Profissional Largo 15-060s Exfak,IP1114-2,UN,125,0,0.0,0,servi
Kit 2 Unids Estilete Ratinho Metálico 15-046 Exfak,IP417-2,UN,105,0,-4.0,24.43,servi
Kit 2 Unids Estilete Rato Metálico 15-050 Exfak,IP819-2,UN,146,0,-1.0,64.81,servi
Kit 2 Unids Ímã Magneto Barra Amarelo 50-027 Exfak,IP768-2,UN,150.07,0,1.0,0,servi
Kit 2 Unids Raspador Ratao 15-056 Exfak,IP1232-2,UN,128,0,3.0,46.56,servi
Kit 2 Unids Rodo Inox Para Limpeza 58-346 Exfak,IP226-2,UN,244,0,0.0,0,servi
Kit 2 Unids Rodo Inox Para Limpeza 58-3660 Exfak,IP221-2,UN,174.84,0,1.0,0,servi
Kit 2 Unids Trena De Aço 3m 78-20316 Exfak,IP770-2,UN,66,0,0.0,0,servi
Kit 20 Cola Vinil Extra 75g Brascola - Pvc Lona Faixa Banner,IP154-20,UN,192.06,0,40.0,73.4,servi
Kit 20 Faixa Refletiva 10 Direita 10 Esquerda Caminhão Avery,MLB3284411069,UN,66.61,0,0.0,0,servi
Kit 20 Faixa Refletiva 10 Direita 10 Esquerda Caminhão Avery - Vermelho/Branco,IP968-20,UN,66.61,0,31.0,32.66,servi
Kit 3 Espátula Gold Nylon Envelopamento Joker 3040,IP1347-3,UN,112,0,0.0,30.03,servi
Kit 3 Espátula Gold Nylon Envelopamento Joker 6012,IP1064-3,UN,112,0,0.0,51.01,servi
Kit 3 Espatula P/ Aplicaçao De Adesivo Envelopamento Ppf,MLB2149677139,UN,18.34,0,0.0,0,servi
Kit 3 Espatula P/ Aplicaçao De Adesivo Envelopamento Ppf - 3 ESPATULA VARIAS CORES,IP172-3,UN,18.34,0,488.0,2.8,servi
Kit 3 Espatula Paralelogramo Flex Exfak Cod. 50-2021,IP170-3,UN,33,0,0.0,0,servi
Kit 3 Espatula Triangulo Pro Pr Flex Exfak Cod. 50-2038,IP1013 -3,UN,99,0,2.0,33.94,servi
Kit 3 Espatulas Joker Mag Azul Ronek,IP777-3,UN,136,0,0.0,0,servi
Kit 3 Espatulas Joker Red Ronek,IP1063-3,UN,112,0,0.0,51.01,servi
Kit 3 Espatulas Mag Joker Trapezio Branca Ronek,IP1065-3,UN,132,0,3.0,55,servi
Kit 3 Espatulas Ti Green Ronek,IP539-3,UN,139,0,1.0,0,servi
Kit 3 Estilete De Segurança Exfak Cod. 15-347,IP350 -3,UN,37,0,0.0,0,servi
Kit 3 Unids Estilete Hobby Largo 15-106 Sk2 Exfak,IP186-3,UN,75,0,-1.0,0,servi
Kit 3 Unids Estilete Profissional Extra-fino 15-400 Exfak,IP1014-3,UN,117,0,4.0,34.51,servi
Kit 3 Unids Estilete Ratinho Metálico 15-046 Exfak,IP417-3,UN,153,0,-3.0,36.65,servi
Kit 3 Unids Trena De Aço 3m 78-20316 Exfak,IP770-3,UN,114,0,0.0,0,servi
Kit 30 Cola Vinil Extra 75g Brascola - Pvc Lona Faixa Banner,IP154-30,UN,289.83,0,26.0,110.1,servi
Kit 30 Faixas Refletiva Lateral Avery Dennison Original,MLB3456007148,UN,114.88,0,0.0,0,servi
Kit 30 Faixas Refletiva Lateral Avery Dennison Original - Vermelho/Branco,IP968-30,UN,114.88,0,20.0,48.99,servi
Kit 4 Espatulas Para Acabamento Border Cod:9099-13 Ronek,IP776-4,UN,124,0,1.0,55.8,servi
Kit 4 Espatulas Para Acabamento Border Cod:9099-3 Ronek,IP1210-4,UN,124,0,0.0,0,servi
Kit 5 Cola Vinil Extra 75g Brascola - Pvc Lona Faixa Banner,IP154-5,UN,45.73,0,162.0,18.35,servi
Kit 5 Faixas Refletiva Lateral Avery Dennison Original,MLB3401554139,UN,22.87,0,30.0,0,servi
Kit 5 Faixas Refletiva Lateral Avery Dennison Original - KIT 5 FAIXA REFLETIVA,IP968-5,UN,22.87,0,127.0,8.17,servi
KIT 5 FELTRO BUFFER PARA ESPATULA AMARELO RONEK,IP960,UN,12,0,11.0,6.87,servi
Kit 50 Cola Vinil Extra 75g Brascola - Pvc Lona Faixa Banner,IP154-50,UN,415,0,16.0,183.5,servi
Kit 50 Espátulas De Feltro Para Vinil Envelopamento,MLB3692089499,UN,515,0,0.0,0,servi
Kit 50 Espátulas De Feltro Para Vinil Envelopamento - ESPÁTULA VARIAS CORES COM FELTRO PRETO ORAMA,KIT-172-39-50,UN,515,0,20.0,104.5,servi
Kit 50 Faixas Refletiva Lateral Avery Dennison Original,MLB3455958342,UN,167.01,0,0.0,0,servi
Kit 50 Faixas Refletiva Lateral Avery Dennison Original - Vermelho/Branco,IP968-50,UN,167.01,0,12.0,81.65,servi
Kit 6 Faixas Refletiva Lateral Avery Dennison Original,MLB3456032430,UN,28.96,0,0.0,0,servi
Kit 6 Faixas Refletiva Lateral Avery Dennison Original - Vermelho/Branco,IP968-6,UN,28.96,0,106.0,9.8,servi
Kit 7 Faixas Refletiva P Lateral Avery Dennison Original,MLB3401530283,UN,34.25,0,0.0,0,servi
Kit 7 Faixas Refletiva P/ Lateral Avery Dennison Original - Vermelho/Branco,IP968-7,UN,24.73,0,91.0,11.43,servi
Kit 8 Cola Vinil Extra 75g Brascola - Pvc Lona Faixa Banner,IP154-8,UN,82.31,0,101.0,29.36,servi
Kit 8 Faixas Refletiva Lateral Avery Dennison Original,MLB3456007584,UN,37.64,0,0.0,0,servi
Kit 8 Faixas Refletiva Lateral Avery Dennison Original - Vermelho/Branco,IP968-8,UN,37.64,0,80.0,13.06,servi
"Kit Adesivo Black Piano Geladeira Fogão Moveis 6 M X 0,61cm",KIT-IP891-6-933,UN,125.51,0,2.0,46.36,servi
"Kit Adesivo Branco Brilho Geladeira Fogão Moveis 3mx0,61cm",MLB2932984201,UN,55.99,0,0.0,0,servi
"Kit Adesivo Branco Brilho Geladeira Fogão Moveis 3mx0,61cm - KIT - 1 ESPATULA COM FELTRO E 1 ESTILETE DE PLASTICO",KIT-IP882-3-933,UN,55.99,0,72.0,0,servi
"Kit Adesivo Branco Brilho Geladeira Fogão Moveis 5mx0,61cm",KIT-IP882-5-933,UN,115.08,0,51.0,0,servi
"Kit Adesivo Branco Brilho Geladeira Fogão Moveis 6mx0,50cm",KIT-IP881-6-933,UN,66.05,0,4.0,0,servi
"Kit Adesivo Branco Brilho Geladeira Fogão Moveis 7mx0,50cm",MLB2933059053,UN,70.3,0,0.0,0,servi
"Kit Adesivo Branco Brilho Geladeira Fogão Moveis 7mx0,50cm",KIT-IP882-7-933,UN,73.26,0,25.0,0,servi
"Kit Adesivo Branco Brilho Geladeira Fogão Moveis 7mx0,50cm - KIT - 1 ESPATULA COM FELTRO E 1 ESTILETE DE PLASTICO",KIT-IP881-7-933,UN,70.3,0,2.0,0,servi
